"Plot Title: 20819391"
"#","Date Time, GMT+00:00","DO conc, mg/L (LGR S/N: 20819391, SEN S/N: 20819391)","Temp, °F (LGR S/N: 20819391, SEN S/N: 20819391)","DO Adj Conc, mg/L (LGR S/N: 20819391)","DO Percent Sat, % (LGR S/N: 20819391)","Coupler Detached (LGR S/N: 20819391)","Sensor Data Error (LGR S/N: 20819391)","Coupler Attached (LGR S/N: 20819391)","Host Connected (LGR S/N: 20819391)","Stopped (LGR S/N: 20819391)","End Of File (LGR S/N: 20819391)"
5025,09/05/25 10:53:28 PM,10.35,73.54,8.91,120.8,,,,,,
5026,09/05/25 10:58:28 PM,10.35,73.51,8.91,120.8,,,,,,
5027,09/05/25 11:03:28 PM,10.30,73.47,8.87,120.2,,,,,,
5028,09/05/25 11:08:28 PM,10.32,73.44,8.88,120.4,,,,,,
5029,09/05/25 11:13:28 PM,10.31,73.40,8.87,120.2,,,,,,
5030,09/05/25 11:18:28 PM,10.31,73.36,8.87,120.2,,,,,,
5031,09/05/25 11:23:28 PM,10.31,73.36,8.87,120.2,,,,,,
5032,09/05/25 11:28:28 PM,10.26,73.33,8.83,119.5,,,,,,
5033,09/05/25 11:33:28 PM,10.24,73.33,8.81,119.3,,,,,,
5034,09/05/25 11:38:28 PM,10.26,73.29,8.83,119.5,,,,,,
5035,09/05/25 11:43:28 PM,10.26,73.29,8.83,119.5,,,,,,
5036,09/05/25 11:48:28 PM,10.26,73.26,8.83,119.4,,,,,,
5037,09/05/25 11:53:28 PM,10.24,73.22,8.81,119.2,,,,,,
5038,09/05/25 11:58:28 PM,10.23,73.22,8.80,119.0,,,,,,
5039,09/06/25 12:03:28 AM,10.23,73.22,8.80,119.0,,,,,,
5040,09/06/25 12:08:28 AM,10.18,73.18,8.76,118.4,,,,,,
5041,09/06/25 12:13:28 AM,10.17,73.18,8.75,118.3,,,,,,
5042,09/06/25 12:18:28 AM,10.15,73.15,8.74,118.0,,,,,,
5043,09/06/25 12:23:28 AM,10.13,73.15,8.72,117.8,,,,,,
5044,09/06/25 12:28:28 AM,10.08,73.15,8.68,117.2,,,,,,
5045,09/06/25 12:33:28 AM,10.05,73.15,8.65,116.9,,,,,,
5046,09/06/25 12:38:28 AM,10.04,73.11,8.64,116.7,,,,,,
5047,09/06/25 12:43:28 AM,10.00,73.11,8.61,116.2,,,,,,
5048,09/06/25 12:48:28 AM,9.98,73.11,8.59,116.0,,,,,,
5049,09/06/25 12:53:28 AM,10.00,73.11,8.61,116.2,,,,,,
5050,09/06/25 12:58:28 AM,10.03,73.11,8.63,116.6,,,,,,
5051,09/06/25 01:03:28 AM,10.02,73.11,8.62,116.5,,,,,,
5052,09/06/25 01:08:28 AM,9.99,73.11,8.60,116.1,,,,,,
5053,09/06/25 01:13:28 AM,9.92,73.11,8.54,115.3,,,,,,
5054,09/06/25 01:18:28 AM,9.89,73.11,8.51,114.9,,,,,,
5055,09/06/25 01:23:28 AM,9.85,73.11,8.48,114.5,,,,,,
5056,09/06/25 01:28:28 AM,9.79,73.11,8.43,113.8,,,,,,
5057,09/06/25 01:33:28 AM,9.78,73.11,8.42,113.7,,,,,,
5058,09/06/25 01:38:28 AM,9.74,73.11,8.38,113.2,,,,,,
5059,09/06/25 01:43:28 AM,9.70,73.11,8.35,112.7,,,,,,
5060,09/06/25 01:48:28 AM,9.70,73.11,8.35,112.7,,,,,,
5061,09/06/25 01:53:28 AM,9.68,73.11,8.33,112.5,,,,,,
5062,09/06/25 01:58:28 AM,9.69,73.11,8.34,112.6,,,,,,
5063,09/06/25 02:03:28 AM,9.67,73.11,8.32,112.4,,,,,,
5064,09/06/25 02:08:28 AM,9.63,73.11,8.29,111.9,,,,,,
5065,09/06/25 02:13:28 AM,9.60,73.11,8.26,111.6,,,,,,
5066,09/06/25 02:18:28 AM,9.58,73.11,8.24,111.3,,,,,,
5067,09/06/25 02:23:28 AM,9.56,73.11,8.23,111.1,,,,,,
5068,09/06/25 02:28:28 AM,9.56,73.11,8.23,111.1,,,,,,
5069,09/06/25 02:33:28 AM,9.52,73.11,8.19,110.6,,,,,,
5070,09/06/25 02:38:28 AM,9.49,73.11,8.17,110.3,,,,,,
5071,09/06/25 02:43:28 AM,9.45,73.11,8.13,109.8,,,,,,
5072,09/06/25 02:48:28 AM,9.43,73.11,8.12,109.6,,,,,,
5073,09/06/25 02:53:28 AM,9.42,73.11,8.11,109.5,,,,,,
5074,09/06/25 02:58:28 AM,9.43,73.08,8.12,109.6,,,,,,
5075,09/06/25 03:03:28 AM,9.43,73.08,8.12,109.6,,,,,,
5076,09/06/25 03:08:28 AM,9.43,73.08,8.12,109.6,,,,,,
5077,09/06/25 03:13:28 AM,9.39,73.08,8.08,109.1,,,,,,
5078,09/06/25 03:18:28 AM,9.37,73.08,8.06,108.9,,,,,,
5079,09/06/25 03:23:28 AM,9.31,73.08,8.01,108.2,,,,,,
5080,09/06/25 03:28:28 AM,9.30,73.08,8.00,108.1,,,,,,
5081,09/06/25 03:33:28 AM,9.29,73.08,8.00,107.9,,,,,,
5082,09/06/25 03:38:28 AM,9.29,73.08,8.00,107.9,,,,,,
5083,09/06/25 03:43:28 AM,9.27,73.08,7.98,107.7,,,,,,
5084,09/06/25 03:48:28 AM,9.20,73.08,7.92,106.9,,,,,,
5085,09/06/25 03:53:28 AM,9.12,73.08,7.85,106.0,,,,,,
5086,09/06/25 03:58:28 AM,9.07,73.04,7.81,105.3,,,,,,
5087,09/06/25 04:03:28 AM,9.66,73.04,8.31,112.2,,,,,,
5088,09/06/25 04:08:28 AM,9.59,73.00,8.25,111.3,,,,,,
5089,09/06/25 04:13:28 AM,9.57,73.00,8.24,111.1,,,,,,
5090,09/06/25 04:18:28 AM,9.56,73.00,8.23,111.0,,,,,,
5091,09/06/25 04:23:28 AM,9.55,72.97,8.22,110.8,,,,,,
5092,09/06/25 04:28:28 AM,9.56,72.97,8.23,110.9,,,,,,
5093,09/06/25 04:33:28 AM,9.56,72.97,8.23,110.9,,,,,,
5094,09/06/25 04:38:28 AM,9.56,72.97,8.23,110.9,,,,,,
5095,09/06/25 04:43:28 AM,9.56,72.97,8.23,110.9,,,,,,
5096,09/06/25 04:48:28 AM,9.55,72.97,8.22,110.8,,,,,,
5097,09/06/25 04:53:28 AM,9.56,72.97,8.23,110.9,,,,,,
5098,09/06/25 04:58:28 AM,9.57,72.93,8.24,111.0,,,,,,
5099,09/06/25 05:03:28 AM,9.55,72.93,8.22,110.8,,,,,,
5100,09/06/25 05:08:28 AM,9.51,72.93,8.18,110.3,,,,,,
5101,09/06/25 05:13:28 AM,9.45,72.93,8.13,109.6,,,,,,
5102,09/06/25 05:18:28 AM,9.41,72.93,8.10,109.2,,,,,,
5103,09/06/25 05:23:28 AM,9.39,72.93,8.08,108.9,,,,,,
5104,09/06/25 05:28:28 AM,9.36,72.90,8.05,108.5,,,,,,
5105,09/06/25 05:33:28 AM,9.35,72.90,8.05,108.4,,,,,,
5106,09/06/25 05:38:28 AM,9.34,72.90,8.04,108.3,,,,,,
5107,09/06/25 05:43:28 AM,9.30,72.90,8.00,107.8,,,,,,
5108,09/06/25 05:48:28 AM,9.30,72.90,8.00,107.8,,,,,,
5109,09/06/25 05:53:28 AM,9.29,72.86,7.99,107.7,,,,,,
5110,09/06/25 05:58:28 AM,9.30,72.86,8.00,107.8,,,,,,
5111,09/06/25 06:03:28 AM,9.28,72.86,7.99,107.6,,,,,,
5112,09/06/25 06:08:28 AM,9.30,72.86,8.00,107.8,,,,,,
5113,09/06/25 06:13:28 AM,9.31,72.82,8.01,107.9,,,,,,
5114,09/06/25 06:18:28 AM,9.31,72.82,8.01,107.9,,,,,,
5115,09/06/25 06:23:28 AM,9.35,72.82,8.05,108.3,,,,,,
5116,09/06/25 06:28:28 AM,9.36,72.79,8.05,108.4,,,,,,
5117,09/06/25 06:33:28 AM,9.32,72.79,8.02,108.0,,,,,,
5118,09/06/25 06:38:28 AM,9.31,72.79,8.01,107.8,,,,,,
5119,09/06/25 06:43:28 AM,9.25,72.75,7.96,107.1,,,,,,
5120,09/06/25 06:48:28 AM,9.19,72.75,7.91,106.4,,,,,,
5121,09/06/25 06:53:28 AM,9.14,72.75,7.86,105.8,,,,,,
5122,09/06/25 06:58:28 AM,9.10,72.75,7.83,105.4,,,,,,
5123,09/06/25 07:03:28 AM,9.09,72.72,7.82,105.2,,,,,,
5124,09/06/25 07:08:28 AM,9.08,72.72,7.81,105.1,,,,,,
5125,09/06/25 07:13:28 AM,9.10,72.72,7.83,105.3,,,,,,
5126,09/06/25 07:18:28 AM,9.06,72.72,7.80,104.9,,,,,,
5127,09/06/25 07:23:28 AM,9.07,72.72,7.80,105.0,,,,,,
5128,09/06/25 07:28:28 AM,9.02,72.68,7.76,104.4,,,,,,
5129,09/06/25 07:33:28 AM,8.94,72.68,7.69,103.4,,,,,,
5130,09/06/25 07:38:28 AM,8.93,72.68,7.68,103.3,,,,,,
5131,09/06/25 07:43:28 AM,8.95,72.68,7.70,103.5,,,,,,
5132,09/06/25 07:48:28 AM,8.94,72.68,7.69,103.4,,,,,,
5133,09/06/25 07:53:28 AM,8.93,72.68,7.68,103.3,,,,,,
5134,09/06/25 07:58:28 AM,8.87,72.64,7.63,102.6,,,,,,
5135,09/06/25 08:03:28 AM,8.83,72.64,7.60,102.1,,,,,,
5136,09/06/25 08:08:28 AM,8.87,72.64,7.63,102.6,,,,,,
5137,09/06/25 08:13:28 AM,8.87,72.64,7.63,102.6,,,,,,
5138,09/06/25 08:18:28 AM,8.92,72.61,7.67,103.1,,,,,,
5139,09/06/25 08:23:28 AM,8.81,72.61,7.58,101.9,,,,,,
5140,09/06/25 08:28:28 AM,8.79,72.61,7.56,101.6,,,,,,
5141,09/06/25 08:33:28 AM,8.83,72.61,7.60,102.1,,,,,,
5142,09/06/25 08:38:28 AM,8.81,72.57,7.58,101.8,,,,,,
5143,09/06/25 08:43:28 AM,8.84,72.57,7.61,102.2,,,,,,
5144,09/06/25 08:48:28 AM,8.82,72.57,7.59,101.9,,,,,,
5145,09/06/25 08:53:28 AM,8.84,72.57,7.61,102.2,,,,,,
5146,09/06/25 08:58:28 AM,8.77,72.57,7.55,101.4,,,,,,
5147,09/06/25 09:03:28 AM,8.71,72.54,7.49,100.6,,,,,,
5148,09/06/25 09:08:28 AM,8.72,72.54,7.50,100.7,,,,,,
5149,09/06/25 09:13:28 AM,8.78,72.54,7.55,101.4,,,,,,
5150,09/06/25 09:18:28 AM,8.73,72.54,7.51,100.9,,,,,,
5151,09/06/25 09:23:28 AM,8.70,72.54,7.48,100.5,,,,,,
5152,09/06/25 09:28:28 AM,8.72,72.50,7.50,100.7,,,,,,
5153,09/06/25 09:33:28 AM,8.72,72.50,7.50,100.7,,,,,,
5154,09/06/25 09:38:28 AM,8.69,72.50,7.48,100.3,,,,,,
5155,09/06/25 09:43:28 AM,8.74,72.50,7.52,100.9,,,,,,
5156,09/06/25 09:48:28 AM,8.74,72.50,7.52,100.9,,,,,,
5157,09/06/25 09:53:28 AM,8.72,72.50,7.50,100.7,,,,,,
5158,09/06/25 09:58:28 AM,8.67,72.46,7.46,100.1,,,,,,
5159,09/06/25 10:03:28 AM,8.18,72.43,7.04,94.4,,,,,,
5160,09/06/25 10:08:28 AM,8.11,72.43,6.98,93.6,,,,,,
5161,09/06/25 10:13:28 AM,8.10,72.39,6.97,93.4,,,,,,
5162,09/06/25 10:18:28 AM,8.08,72.39,6.95,93.2,,,,,,
5163,09/06/25 10:23:28 AM,8.04,72.39,6.92,92.7,,,,,,
5164,09/06/25 10:28:28 AM,8.04,72.39,6.92,92.7,,,,,,
5165,09/06/25 10:33:28 AM,8.01,72.39,6.89,92.4,,,,,,
5166,09/06/25 10:38:28 AM,8.00,72.39,6.88,92.3,,,,,,
5167,09/06/25 10:43:28 AM,7.99,72.39,6.87,92.2,,,,,,
5168,09/06/25 10:48:28 AM,7.99,72.39,6.87,92.2,,,,,,
5169,09/06/25 10:53:28 AM,8.01,72.36,6.89,92.4,,,,,,
5170,09/06/25 10:58:28 AM,7.99,72.39,6.87,92.2,,,,,,
5171,09/06/25 11:03:28 AM,7.99,72.36,6.87,92.1,,,,,,
5172,09/06/25 11:08:28 AM,8.00,72.39,6.88,92.3,,,,,,
5173,09/06/25 11:13:28 AM,7.99,72.36,6.87,92.1,,,,,,
5174,09/06/25 11:18:28 AM,7.95,72.39,6.84,91.7,,,,,,
5175,09/06/25 11:23:28 AM,7.92,72.39,6.81,91.4,,,,,,
5176,09/06/25 11:28:28 AM,7.91,72.36,6.80,91.2,,,,,,
5177,09/06/25 11:33:28 AM,7.89,72.39,6.79,91.0,,,,,,
5178,09/06/25 11:38:28 AM,7.87,72.39,6.77,90.8,,,,,,
5179,09/06/25 11:43:28 AM,7.86,72.39,6.76,90.7,,,,,,
5180,09/06/25 11:48:28 AM,7.84,72.39,6.74,90.4,,,,,,
5181,09/06/25 11:53:28 AM,7.85,72.39,6.75,90.5,,,,,,
5182,09/06/25 11:58:28 AM,7.85,72.39,6.75,90.5,,,,,,
5183,09/06/25 12:03:28 PM,7.84,72.39,6.74,90.4,,,,,,
5184,09/06/25 12:08:28 PM,7.80,72.39,6.71,90.0,,,,,,
5185,09/06/25 12:13:28 PM,7.79,72.39,6.70,89.9,,,,,,
5186,09/06/25 12:18:28 PM,7.79,72.39,6.70,89.9,,,,,,
5187,09/06/25 12:23:28 PM,7.80,72.43,6.71,90.0,,,,,,
5188,09/06/25 12:28:28 PM,7.81,72.43,6.72,90.1,,,,,,
5189,09/06/25 12:33:28 PM,7.81,72.43,6.72,90.1,,,,,,
5190,09/06/25 12:38:28 PM,7.80,72.43,6.71,90.0,,,,,,
5191,09/06/25 12:43:28 PM,7.80,72.43,6.71,90.0,,,,,,
5192,09/06/25 12:48:28 PM,7.78,72.43,6.69,89.8,,,,,,
5193,09/06/25 12:53:28 PM,7.73,72.43,6.65,89.2,,,,,,
5194,09/06/25 12:58:28 PM,7.68,72.46,6.61,88.7,,,,,,
5195,09/06/25 01:03:28 PM,7.57,72.46,6.51,87.4,,,,,,
5196,09/06/25 01:08:28 PM,7.55,72.46,6.50,87.2,,,,,,
5197,09/06/25 01:13:28 PM,7.58,72.46,6.52,87.5,,,,,,
5198,09/06/25 01:18:28 PM,7.60,72.50,6.54,87.8,,,,,,
5199,09/06/25 01:23:28 PM,7.61,72.50,6.55,87.9,,,,,,
5200,09/06/25 01:28:28 PM,7.62,72.50,6.56,88.0,,,,,,
5201,09/06/25 01:33:28 PM,7.63,72.50,6.56,88.1,,,,,,
5202,09/06/25 01:38:28 PM,7.64,72.50,6.57,88.2,,,,,,
5203,09/06/25 01:43:28 PM,7.62,72.54,6.56,88.0,,,,,,
5204,09/06/25 01:48:28 PM,7.61,72.54,6.55,87.9,,,,,,
5205,09/06/25 01:53:28 PM,7.64,72.54,6.57,88.3,,,,,,
5206,09/06/25 01:58:28 PM,7.70,72.54,6.62,89.0,,,,,,
5207,09/06/25 02:03:28 PM,7.73,72.54,6.65,89.3,,,,,,
5208,09/06/25 02:08:28 PM,7.72,72.57,6.64,89.2,,,,,,
5209,09/06/25 02:13:28 PM,7.70,72.57,6.62,89.0,,,,,,
5210,09/06/25 02:18:28 PM,7.67,72.57,6.60,88.6,,,,,,
5211,09/06/25 02:23:28 PM,7.64,72.57,6.57,88.3,,,,,,
5212,09/06/25 02:28:28 PM,7.61,72.57,6.55,87.9,,,,,,
5213,09/06/25 02:33:28 PM,7.58,72.61,6.52,87.6,,,,,,
5214,09/06/25 02:38:28 PM,7.56,72.61,6.50,87.4,,,,,,
5215,09/06/25 02:43:28 PM,7.54,72.61,6.49,87.2,,,,,,
5216,09/06/25 02:48:28 PM,7.53,72.61,6.48,87.1,,,,,,
5217,09/06/25 02:53:28 PM,7.53,72.61,6.48,87.1,,,,,,
5218,09/06/25 02:58:28 PM,7.52,72.64,6.47,87.0,,,,,,
5219,09/06/25 03:03:28 PM,7.51,72.64,6.46,86.9,,,,,,
5220,09/06/25 03:08:28 PM,7.52,72.64,6.47,87.0,,,,,,
5221,09/06/25 03:13:28 PM,7.54,72.64,6.49,87.2,,,,,,
5222,09/06/25 03:18:28 PM,7.52,72.64,6.47,87.0,,,,,,
5223,09/06/25 03:23:28 PM,7.51,72.64,6.46,86.9,,,,,,
5224,09/06/25 03:28:28 PM,7.49,72.64,6.44,86.6,,,,,,
5225,09/06/25 03:33:28 PM,7.51,72.64,6.46,86.9,,,,,,
5226,09/06/25 03:38:28 PM,7.51,72.64,6.46,86.9,,,,,,
5227,09/06/25 03:43:28 PM,7.50,72.64,6.45,86.7,,,,,,
5228,09/06/25 03:48:28 PM,7.48,72.64,6.44,86.5,,,,,,
5229,09/06/25 03:53:28 PM,7.45,72.64,6.41,86.2,,,,,,
5230,09/06/25 03:58:28 PM,7.40,72.64,6.37,85.6,,,,,,
5231,09/06/25 04:03:28 PM,9.14,72.68,7.86,105.7,,,,,,
5232,09/06/25 04:08:28 PM,9.09,72.72,7.82,105.2,,,,,,
5233,09/06/25 04:13:28 PM,9.04,72.72,7.78,104.6,,,,,,
5234,09/06/25 04:18:28 PM,9.06,72.72,7.80,104.9,,,,,,
5235,09/06/25 04:23:28 PM,9.05,72.75,7.79,104.8,,,,,,
5236,09/06/25 04:28:28 PM,9.04,72.75,7.78,104.7,,,,,,
5237,09/06/25 04:33:28 PM,9.03,72.75,7.77,104.6,,,,,,
5238,09/06/25 04:38:28 PM,9.04,72.75,7.78,104.7,,,,,,
5239,09/06/25 04:43:28 PM,9.04,72.75,7.78,104.7,,,,,,
5240,09/06/25 04:48:28 PM,9.06,72.75,7.80,104.9,,,,,,
5241,09/06/25 04:53:28 PM,9.07,72.75,7.80,105.0,,,,,,
5242,09/06/25 04:58:28 PM,9.07,72.75,7.80,105.0,,,,,,
5243,09/06/25 05:03:28 PM,9.08,72.75,7.81,105.1,,,,,,
5244,09/06/25 05:08:28 PM,9.10,72.75,7.83,105.4,,,,,,
5245,09/06/25 05:13:28 PM,9.08,72.75,7.81,105.1,,,,,,
5246,09/06/25 05:18:28 PM,9.08,72.75,7.81,105.1,,,,,,
5247,09/06/25 05:23:28 PM,9.07,72.75,7.80,105.0,,,,,,
5248,09/06/25 05:28:28 PM,9.06,72.75,7.80,104.9,,,,,,
5249,09/06/25 05:33:28 PM,9.05,72.75,7.79,104.8,,,,,,
5250,09/06/25 05:38:28 PM,9.05,72.75,7.79,104.8,,,,,,
5251,09/06/25 05:43:28 PM,9.05,72.75,7.79,104.8,,,,,,
5252,09/06/25 05:48:28 PM,9.04,72.72,7.78,104.6,,,,,,
5253,09/06/25 05:53:28 PM,9.03,72.72,7.77,104.5,,,,,,
5254,09/06/25 05:58:28 PM,9.00,72.75,7.74,104.2,,,,,,
5255,09/06/25 06:03:28 PM,8.96,72.75,7.71,103.7,,,,,,
5256,09/06/25 06:08:28 PM,8.94,72.75,7.69,103.5,,,,,,
5257,09/06/25 06:13:28 PM,8.84,72.75,7.61,102.4,,,,,,
5258,09/06/25 06:18:28 PM,8.80,72.75,7.57,101.9,,,,,,
5259,09/06/25 06:23:28 PM,8.77,72.75,7.55,101.5,,,,,,
5260,09/06/25 06:28:28 PM,8.80,72.75,7.57,101.9,,,,,,
5261,09/06/25 06:33:28 PM,8.87,72.75,7.63,102.7,,,,,,
5262,09/06/25 06:38:28 PM,8.88,72.75,7.64,102.8,,,,,,
5263,09/06/25 06:43:28 PM,8.87,72.75,7.63,102.7,,,,,,
5264,09/06/25 06:48:28 PM,8.79,72.79,7.56,101.8,,,,,,
5265,09/06/25 06:53:28 PM,8.79,72.82,7.56,101.9,,,,,,
5266,09/06/25 06:58:28 PM,8.78,72.82,7.56,101.7,,,,,,
5267,09/06/25 07:03:28 PM,8.71,72.86,7.49,101.0,,,,,,
5268,09/06/25 07:08:28 PM,8.64,72.90,7.43,100.2,,,,,,
5269,09/06/25 07:13:28 PM,8.57,72.90,7.37,99.4,,,,,,
5270,09/06/25 07:18:28 PM,8.51,72.93,7.32,98.7,,,,,,
5271,09/06/25 07:23:28 PM,8.52,72.97,7.33,98.9,,,,,,
5272,09/06/25 07:28:28 PM,8.59,73.00,7.39,99.7,,,,,,
5273,09/06/25 07:33:28 PM,8.60,73.04,7.40,99.9,,,,,,
5274,09/06/25 07:38:28 PM,8.61,73.04,7.41,100.0,,,,,,
5275,09/06/25 07:43:28 PM,8.57,73.08,7.38,99.6,,,,,,
5276,09/06/25 07:48:28 PM,8.52,73.11,7.33,99.0,,,,,,
5277,09/06/25 07:53:28 PM,8.45,73.15,7.27,98.3,,,,,,
5278,09/06/25 07:58:28 PM,8.41,73.15,7.24,97.8,,,,,,
5279,09/06/25 08:03:28 PM,8.40,73.18,7.23,97.7,,,,,,
5280,09/06/25 08:08:28 PM,8.34,73.18,7.18,97.0,,,,,,
5281,09/06/25 08:13:28 PM,8.32,73.22,7.16,96.8,,,,,,
5282,09/06/25 08:18:28 PM,8.29,73.26,7.14,96.5,,,,,,
5283,09/06/25 08:23:28 PM,8.25,73.26,7.10,96.0,,,,,,
5284,09/06/25 08:28:28 PM,8.26,73.29,7.11,96.2,,,,,,
5285,09/06/25 08:33:28 PM,8.24,73.29,7.09,96.0,,,,,,
5286,09/06/25 08:38:28 PM,8.18,73.29,7.04,95.3,,,,,,
5287,09/06/25 08:43:28 PM,8.20,73.29,7.06,95.5,,,,,,
5288,09/06/25 08:48:28 PM,8.23,73.29,7.08,95.8,,,,,,
5289,09/06/25 08:53:28 PM,8.37,73.29,7.20,97.5,,,,,,
5290,09/06/25 08:58:28 PM,8.49,73.29,7.31,98.9,,,,,,
5291,09/06/25 09:03:28 PM,8.42,73.29,7.25,98.1,,,,,,
5292,09/06/25 09:08:28 PM,8.41,73.29,7.24,97.9,,,,,,
5293,09/06/25 09:13:28 PM,8.41,73.29,7.24,97.9,,,,,,
5294,09/06/25 09:18:28 PM,8.42,73.29,7.25,98.1,,,,,,
5295,09/06/25 09:23:28 PM,8.43,73.29,7.26,98.2,,,,,,
5296,09/06/25 09:28:28 PM,8.38,73.29,7.21,97.6,,,,,,
5297,09/06/25 09:33:28 PM,8.27,73.29,7.12,96.3,,,,,,
5298,09/06/25 09:38:28 PM,8.17,73.29,7.03,95.1,,,,,,
5299,09/06/25 09:43:28 PM,8.32,73.26,7.16,96.8,,,,,,
5300,09/06/25 09:48:28 PM,8.23,73.26,7.08,95.8,,,,,,
5301,09/06/25 09:53:28 PM,8.25,73.26,7.10,96.0,,,,,,
5302,09/06/25 09:58:28 PM,8.20,73.26,7.06,95.5,,,,,,
5303,09/06/25 10:03:28 PM,8.68,73.22,7.47,101.0,,,,,,
5304,09/06/25 10:08:28 PM,8.63,73.18,7.43,100.4,,,,,,
5305,09/06/25 10:13:28 PM,8.64,73.15,7.44,100.5,,,,,,
5306,09/06/25 10:18:28 PM,8.63,73.15,7.43,100.3,,,,,,
5307,09/06/25 10:23:28 PM,8.65,73.15,7.44,100.6,,,,,,
5308,09/06/25 10:28:28 PM,8.64,73.11,7.44,100.4,,,,,,
5309,09/06/25 10:33:28 PM,8.64,73.11,7.44,100.4,,,,,,
5310,09/06/25 10:38:28 PM,8.64,73.11,7.44,100.4,,,,,,
5311,09/06/25 10:43:28 PM,8.61,73.11,7.41,100.1,,,,,,
5312,09/06/25 10:48:28 PM,8.61,73.11,7.41,100.1,,,,,,
5313,09/06/25 10:53:28 PM,8.60,73.08,7.40,99.9,,,,,,
5314,09/06/25 10:58:28 PM,8.58,73.08,7.38,99.7,,,,,,
5315,09/06/25 11:03:28 PM,8.56,73.08,7.37,99.5,,,,,,
5316,09/06/25 11:08:28 PM,8.53,73.08,7.34,99.1,,,,,,
5317,09/06/25 11:13:28 PM,8.50,73.08,7.32,98.8,,,,,,
5318,09/06/25 11:18:28 PM,8.53,73.08,7.34,99.1,,,,,,
5319,09/06/25 11:23:28 PM,8.48,73.04,7.30,98.5,,,,,,
5320,09/06/25 11:28:28 PM,8.48,73.04,7.30,98.5,,,,,,
5321,09/06/25 11:33:28 PM,8.44,73.04,7.26,98.0,,,,,,
5322,09/06/25 11:38:28 PM,8.42,73.04,7.25,97.8,,,,,,
5323,09/06/25 11:43:28 PM,8.44,73.04,7.26,98.0,,,,,,
5324,09/06/25 11:48:28 PM,8.44,73.04,7.26,98.0,,,,,,
5325,09/06/25 11:53:28 PM,8.43,73.00,7.25,97.9,,,,,,
5326,09/06/25 11:58:28 PM,8.37,73.00,7.20,97.2,,,,,,
5327,09/07/25 12:03:28 AM,8.31,73.00,7.15,96.5,,,,,,
5328,09/07/25 12:08:28 AM,8.24,73.00,7.09,95.7,,,,,,
5329,09/07/25 12:13:28 AM,8.16,72.97,7.02,94.7,,,,,,
5330,09/07/25 12:18:28 AM,8.04,72.97,6.92,93.3,,,,,,
5331,09/07/25 12:23:28 AM,7.95,72.97,6.84,92.3,,,,,,
5332,09/07/25 12:28:28 AM,7.94,72.93,6.83,92.1,,,,,,
5333,09/07/25 12:33:28 AM,7.83,72.93,6.74,90.8,,,,,,
5334,09/07/25 12:38:28 AM,7.84,72.93,6.75,90.9,,,,,,
5335,09/07/25 12:43:28 AM,7.86,72.93,6.76,91.2,,,,,,
5336,09/07/25 12:48:28 AM,7.90,72.90,6.80,91.6,,,,,,
5337,09/07/25 12:53:28 AM,8.04,72.90,6.92,93.2,,,,,,
5338,09/07/25 12:58:28 AM,8.01,72.90,6.89,92.9,,,,,,
5339,09/07/25 01:03:28 AM,7.98,72.90,6.87,92.5,,,,,,
5340,09/07/25 01:08:28 AM,7.99,72.90,6.88,92.7,,,,,,
5341,09/07/25 01:13:28 AM,7.97,72.90,6.86,92.4,,,,,,
5342,09/07/25 01:18:28 AM,7.99,72.86,6.88,92.6,,,,,,
5343,09/07/25 01:23:28 AM,8.06,72.86,6.94,93.4,,,,,,
5344,09/07/25 01:28:28 AM,8.14,72.86,7.00,94.4,,,,,,
5345,09/07/25 01:33:28 AM,8.18,72.86,7.04,94.8,,,,,,
5346,09/07/25 01:38:28 AM,8.23,72.86,7.08,95.4,,,,,,
5347,09/07/25 01:43:28 AM,8.22,72.86,7.07,95.3,,,,,,
5348,09/07/25 01:48:28 AM,8.18,72.86,7.04,94.8,,,,,,
5349,09/07/25 01:53:28 AM,8.12,72.86,6.99,94.1,,,,,,
5350,09/07/25 01:58:28 AM,8.06,72.86,6.94,93.4,,,,,,
5351,09/07/25 02:03:28 AM,7.95,72.86,6.84,92.2,,,,,,
5352,09/07/25 02:08:28 AM,7.90,72.86,6.80,91.6,,,,,,
5353,09/07/25 02:13:28 AM,7.90,72.86,6.80,91.6,,,,,,
5354,09/07/25 02:18:28 AM,7.89,72.82,6.79,91.4,,,,,,
5355,09/07/25 02:23:28 AM,7.86,72.82,6.76,91.1,,,,,,
5356,09/07/25 02:28:28 AM,7.84,72.86,6.75,90.9,,,,,,
5357,09/07/25 02:33:28 AM,7.83,72.86,6.74,90.8,,,,,,
5358,09/07/25 02:38:28 AM,7.81,72.86,6.72,90.5,,,,,,
5359,09/07/25 02:43:28 AM,7.81,72.86,6.72,90.5,,,,,,
5360,09/07/25 02:48:28 AM,7.82,72.86,6.73,90.6,,,,,,
5361,09/07/25 02:53:28 AM,7.84,72.86,6.75,90.9,,,,,,
5362,09/07/25 02:58:28 AM,7.82,72.86,6.73,90.6,,,,,,
5363,09/07/25 03:03:28 AM,7.78,72.90,6.69,90.2,,,,,,
5364,09/07/25 03:08:28 AM,7.77,72.90,6.69,90.1,,,,,,
5365,09/07/25 03:13:28 AM,7.77,72.90,6.69,90.1,,,,,,
5366,09/07/25 03:18:28 AM,7.78,72.90,6.69,90.2,,,,,,
5367,09/07/25 03:23:28 AM,7.78,72.90,6.69,90.2,,,,,,
